Time,From,To,Amount
10/08/2012 04:00:16 PM,Coinlab: 1DgAoSG7cdkaUxAe7PwNP63AyETm8GfgEE,17DzAgWXRTW6KwC6Rf7UJSX128Rh9NSxvk,-17.01000000
10/08/2012 04:00:16 PM,Coinlab: 19L7NHSfajhboj6QTn5cfuw8DWyJwQstBw,17gHPconrhA484rMj3VwVu7GvsEPdkBZpU,-11.19000000
10/08/2012 04:21:34 PM,Coinlab: 19ZWStKLSDHQbppTdSGuSMBjfUDeuR7HYF,1BAZstzZ78yorcWj9fpJBg3sp7SPMVE59o,-2.08000000
10/08/2012 04:21:34 PM,Coinlab: 1345sj6fFpKrAHGQ87LKnr1XWjhie9EB4Z,18cjKxTYz3QUrELXnHePaSFniU45Vdbbrg,-7.47000000
10/08/2012 04:21:34 PM,Coinlab: 1KYd94iSyPJQj6xC3CzRH2qnwwegxL1haZ,12cFgq3iwoA4iRzMMHZjZi7wAmaAXCq3Xd,-35.90000000
10/08/2012 04:21:34 PM,Coinlab: 1YVi23kcnnPVEN6jPKwwSXKFWtxcCSJBR,126voVEL3cZwizCgJWVmX2o3rsmKogFu2c,-8.59000000
10/08/2012 04:42:38 PM,Coinlab: 1LkrKdaxte2LGQ1ieJ6Q41n9t5cGqgvGsT Coinlab: 1B9DFKKhHJ1i31iaksxhYZMQkdXtZJ1rv3,1MRSU2wNouqn6EjcF3ZFDUvRxXDg52cRmF,-79.87000000
10/08/2012 04:42:38 PM,Coinlab: 1Kxw1D2xFrekLw8mjuS9Yszp8jpmWxTrB2 Coinlab: 1NigMjn8Po6UwYSDkS5GCA5UfVJDkgBL4A,1Jd8fBgRsT25GfKquD2KFo6jSUYjVFsHd8,-63.10000000
10/08/2012 05:01:48 PM,Coinlab: 1NUbPiaNVwXLmCczPhv5zLANfEZrX8qvSF Coinlab: 1BtvHnA5oJic6Z2CeGnf5pB22AVyPz9vBR Coinlab: 1Kp4SjeHQuiHgrx2myH8DL9FGAUW84uwDZ Coinlab: 18MghUXErYzCHS1mm5TncshHTZ7TrpCnzn Coinlab: 1HLeUtenhrFqPJyFsTg8TnR9nzruz4NG24,15cVh1NBT3Ufp3dsQajeAaRnoEfUzoRPPp,-65.15000000
10/08/2012 05:01:48 PM,Coinlab: 1YVi23kcnnPVEN6jPKwwSXKFWtxcCSJBR,18cwPnWUXMf58bmgDcBbQP2f47nzXDUHra,-3.50000000
10/08/2012 05:01:48 PM,Coinlab: 1FJi7rJYfkCr8oyNEQHWo1hvCzKy4GrGPJ,1KEPyBZzYQ3aq2ZuR2UvaYX5wSHCR1ooGE,-6.62000000
10/08/2012 05:01:48 PM,Coinlab: 17SEtNVfRuFBnbjfMwbb2W7e7tzEgvmtKB,1Btap5WHcuLT5Lvhf22JP3UsPfQnnUN38N,-10.79000000
10/08/2012 05:01:48 PM,Coinlab: 12jSbM5NMP1YzfEKkWWAkB62yPMGJEPYXs,1Hhgz5QF6YVpAx3UEqYvEaKFykr3eWKNk1,-1.62000000
10/08/2012 05:01:48 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 05:01:48 PM,Coinlab: 1B6aqntZEgNp4KRiM2Siur6AMXC8PEaKmK,1G1KMj3m9DgXQe1XNnMECkqQ7gzqfSyqGL,-1.86000000
10/08/2012 05:01:48 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 05:01:48 PM,Coinlab: 1KYd94iSyPJQj6xC3CzRH2qnwwegxL1haZ,1Jzm6RqLWXKsi4rF1EPvh7bupVPkP6mTSv,-7.33000000
10/08/2012 05:01:48 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 05:01:48 PM,Coinlab: 12kYb998nAF1t1LLcWK9ErhLeMQobo5fZ8 Coinlab: 19L7NHSfajhboj6QTn5cfuw8DWyJwQstBw Coinlab: 1EvjnuZ8Q5X1rKzptNcq93HHMcA9jN5zBS,1F4XGdc5PmmoPAfWNDDmfn45opNadLNfY3,-57.33000000
10/08/2012 05:01:48 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 05:01:48 PM,Coinlab: 1CasXV1j3RXwtiwVeyWUZyChXfgjnMziKE,13U8qD2yy4EvvoaD7PK9r26soSeschQ8ps,-4.42000000
10/08/2012 05:01:48 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 05:01:48 PM,Coinlab: 1DgAoSG7cdkaUxAe7PwNP63AyETm8GfgEE,16V2hikte5ALAuyDPpGiLB4P9JwBSgV4PS,-8.45000000
10/08/2012 05:01:48 PM,Coinlab: 1NigMjn8Po6UwYSDkS5GCA5UfVJDkgBL4A,1NmCGkQsNSj4QYcaTaNsPt3XGJzioZBoD3,-5.81000000
10/08/2012 05:01:48 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 05:01:48 PM,Coinlab: 1345sj6fFpKrAHGQ87LKnr1XWjhie9EB4Z,1HNZxpT1NSRVTC1F7XnVCaTPexh4fP1LKu,-6.00000000
10/08/2012 05:01:48 PM,Coinlab: 19ZWStKLSDHQbppTdSGuSMBjfUDeuR7HYF,1GNvAB9FAiwj56coWCsUyHB2C5X9GJRn33,-3.91000000
10/08/2012 05:34:11 PM,Coinlab: 1B9DFKKhHJ1i31iaksxhYZMQkdXtZJ1rv3,1BQEa7xFXUtxzg5bt3rmpWj4hpSpXMdrUb,-2.23000000
10/08/2012 05:34:11 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 05:34:11 PM,Coinlab: 1YVi23kcnnPVEN6jPKwwSXKFWtxcCSJBR,1ETLTDyMvq5XeUcNbc9ZiotmftEZ3QXunP,-1.38000000
10/08/2012 05:34:11 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 05:34:11 PM,Coinlab: 1NigMjn8Po6UwYSDkS5GCA5UfVJDkgBL4A,1vuP9ZKRgQpm861hmAeKhhYht6Uw4jp2u,-1.03000000
10/08/2012 05:34:11 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 05:34:11 PM,Coinlab: 19ZWStKLSDHQbppTdSGuSMBjfUDeuR7HYF,19zGE87RBg9a8YUunASgVxmd7L95eiUNtb,-17.66000000
10/08/2012 05:34:11 PM,Coinlab,Miner Fee,-0.00050000
10/08/2012 07:53:33 PM,Block Reward,Coinlab: 123j1ibw8LoKLstZd7LdaNEsoGmhrfurip,50.14732500
10/09/2012 02:43:11 PM,Coinlab: 1GqS4MkzB7PkHhcgs1xeWHSoq6pAcJw731,19guAJPj561Sr29JJm1F6g6qbu9DUfSeUS,-1.00000000
10/09/2012 04:53:20 PM,Block Reward,Coinlab: 1P8MLM52iL8WZzxMLzrdfC57X3nHEMZMr2,50.01662500
10/09/2012 07:24:55 PM,Block Reward,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,50.00250000
10/10/2012 10:35:33 AM,Coinlab: 1345sj6fFpKrAHGQ87LKnr1XWjhie9EB4Z,1FLE8Q565pCzgViwEEaxS49oC9ARzjNPgW,-0.89000000
10/10/2012 11:21:03 AM,Block Reward,Coinlab: 1HAFEW8fDZYmqVNyAR3yLEExpPHHhtHwDm,50.01100000
10/10/2012 11:37:06 PM,Block Reward,Coinlab: 12En4pTRTZCuuCvRQyoK4oyQFBGJTdbXJi,50.00950000
10/11/2012 09:08:43 AM,Block Reward,Coinlab: 1Q3Rp9so5xFRgdSsz1VUfUek7T8syqPpWE,50.07252500
10/11/2012 12:33:05 PM,Block Reward,Coinlab: 1iFenDcZ1TD7T4si5deTKBQ8BYhToue8h,50.01350050
10/11/2012 01:53:44 PM,Coinlab: 12jSbM5NMP1YzfEKkWWAkB62yPMGJEPYXs,1BtyYJmar5CNXdwHatMUgDRfjZV9Xej5ZK,-0.70000000
10/11/2012 04:17:42 PM,Coinlab: 1KYd94iSyPJQj6xC3CzRH2qnwwegxL1haZ Coinlab: 1BtvHnA5oJic6Z2CeGnf5pB22AVyPz9vBR,1BAZstzZ78yorcWj9fpJBg3sp7SPMVE59o,-35.02000000
10/11/2012 04:17:42 PM,Coinlab: 1CasXV1j3RXwtiwVeyWUZyChXfgjnMziKE,1BAZstzZ78yorcWj9fpJBg3sp7SPMVE59o,-10.00000000
10/11/2012 04:17:42 PM,Coinlab: 19L7NHSfajhboj6QTn5cfuw8DWyJwQstBw Coinlab: 1B6aqntZEgNp4KRiM2Siur6AMXC8PEaKmK Coinlab: 1DgAoSG7cdkaUxAe7PwNP63AyETm8GfgEE Coinlab: 1FJi7rJYfkCr8oyNEQHWo1hvCzKy4GrGPJ Coinlab: 17SEtNVfRuFBnbjfMwbb2W7e7tzEgvmtKB Coinlab: 19ZWStKLSDHQbppTdSGuSMBjfUDeuR7HYF Coinlab: 1YVi23kcnnPVEN6jPKwwSXKFWtxcCSJBR,15UsnNaZ7xsHniJKdNmnSjx2LqrNt3z26x,-125.00000000
10/11/2012 04:17:42 PM,Coinlab,Miner Fee,-0.00100000
10/11/2012 04:39:45 PM,Coinlab: 1NigMjn8Po6UwYSDkS5GCA5UfVJDkgBL4A,19nwx71ekZVZWeTcp7NhUcUJQ95xosUjxe,-1.23000000
10/11/2012 10:38:49 PM,Block Reward,Coinlab: 1EpzV8xnJ61prckkdy8TCZUGAJcN4qXunq,50.28100000
10/12/2012 02:51:23 PM,Block Reward,Coinlab: 1Kk6Sw4nrDz2wqhEGhRfim6j36eSYBxUKk,50.04767500
10/12/2012 10:03:36 PM,Block Reward,Coinlab: 1NQGhUX55eReSmd8EArEKsLgrPLC4JFvdS,50.00802500
10/13/2012 02:04:18 AM,Block Reward,Coinlab: 1Hm9mmwToRJqhWk2zHLHZND1JbSGKym6HT,50.07500000
10/13/2012 02:58:27 PM,Block Reward,Coinlab: 1B6psPAkqXr578KtKNmRSokAqiZmZp8DR4,50.00550000
10/13/2012 11:35:07 PM,Block Reward,Coinlab: 1MKTG75MGR3RK6T7221coKrLfMN51FhsjE,50.00350003
10/14/2012 08:40:02 AM,Block Reward,Coinlab: 1UkaKcdwzwY7CkGNEd49wxQf8zxdBdqdn,50.22752500
10/14/2012 09:27:53 AM,Block Reward,Coinlab: 1JSX6HkH4A9wSw8jnFcAcxj2z8ebWEZ55C,50.40422500
10/14/2012 09:36:55 AM,Block Reward,Coinlab: 1L4b9XP8TXeteYrPL6xTg7QvnGkz3brrb2,50.02400000
10/15/2012 12:25:03 AM,Block Reward,Coinlab: 1LUSaZ81BhvidFty7LwUZkdK4Htt3junw2,50.02150000
10/15/2012 07:40:03 AM,Block Reward,Coinlab: 1agwU684DyhqhVSwCtZNyc7XbdsW48Nx3,50.04570001
10/15/2012 11:05:24 AM,Block Reward,Coinlab: 1N2QZTBfTh4zrWNNo7Nm4vKggdeEd4ezZ3,50.00590000
10/15/2012 04:03:01 PM,Coinlab: 1P8MLM52iL8WZzxMLzrdfC57X3nHEMZMr2,182XGi7MYm3EvnPojGLKHh3WLJkJznJkqL,-2.27000000
10/15/2012 04:03:01 PM,Coinlab: 123j1ibw8LoKLstZd7LdaNEsoGmhrfurip,1NVvHV5V96iJ4Zr2DxjmTzjnJtNxRExmfx,-2.27000000
10/15/2012 04:03:01 PM,Coinlab: 1GqS4MkzB7PkHhcgs1xeWHSoq6pAcJw731,1Bp26Vdoc57sbG2VYv9VcondmxcQpGVnZV,-4.23000000
10/15/2012 04:25:15 PM,Coinlab: 1iFenDcZ1TD7T4si5deTKBQ8BYhToue8h,17PLpgPrncY4fd5AzgNPCtBwWswTCjnyHk,-11.35000000
10/15/2012 04:25:15 PM,Coinlab: 1Q3Rp9so5xFRgdSsz1VUfUek7T8syqPpWE,17gHPconrhA484rMj3VwVu7GvsEPdkBZpU,-10.18000000
10/15/2012 04:25:15 PM,Coinlab: 1EpzV8xnJ61prckkdy8TCZUGAJcN4qXunq,1Ea3HazpeZwsgzGK8hvNChgSNavPZEqbk,-8.17000000
10/15/2012 04:25:15 PM,Coinlab: 1Kk6Sw4nrDz2wqhEGhRfim6j36eSYBxUKk,193zbv2syCTQw3KWYqDMGYd9vMJx98J94E,-4.75000000
10/15/2012 04:25:15 PM,Coinlab: 1345sj6fFpKrAHGQ87LKnr1XWjhie9EB4Z,1AqJBadKLWoxGjhYwZ35CWqgkMMfWfeNVt,-2.88000000
10/15/2012 04:25:15 PM,Coinlab: 1CasXV1j3RXwtiwVeyWUZyChXfgjnMziKE Coinlab: 1NQGhUX55eReSmd8EArEKsLgrPLC4JFvdS Coinlab: 1Hm9mmwToRJqhWk2zHLHZND1JbSGKym6HT Coinlab: 1B6psPAkqXr578KtKNmRSokAqiZmZp8DR4 Coinlab: 1MKTG75MGR3RK6T7221coKrLfMN51FhsjE,15UsnNaZ7xsHniJKdNmnSjx2LqrNt3z26x,-175.00000000
10/15/2012 04:25:15 PM,Coinlab: 1NigMjn8Po6UwYSDkS5GCA5UfVJDkgBL4A,17DzAgWXRTW6KwC6Rf7UJSX128Rh9NSxvk,-15.74000000
10/15/2012 04:25:15 PM,Coinlab: 12En4pTRTZCuuCvRQyoK4oyQFBGJTdbXJi,1PdzHZSLC5vDhhmqkEydMFQX4zMkCi5Jif,-3.52000000
10/15/2012 04:25:15 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,1Bdy9P2oT2z9eaLv3CVcDkgrQqrDpazkhT,-3.05000000
10/15/2012 04:25:15 PM,Coinlab: 1DgAoSG7cdkaUxAe7PwNP63AyETm8GfgEE,1N1U4nFNDpVEqZYthcbXNbL1Qq2KjQ1qB6,-1.32000000
10/15/2012 04:25:15 PM,Coinlab: 1HAFEW8fDZYmqVNyAR3yLEExpPHHhtHwDm,1yNZnc1BHLPyZ4hgR2CaB1fBP3nLrGmvJ,-41.58000000
10/15/2012 04:55:25 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,1GNvAB9FAiwj56coWCsUyHB2C5X9GJRn33,-3.67000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,1HNZxpT1NSRVTC1F7XnVCaTPexh4fP1LKu,-5.88000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1L4b9XP8TXeteYrPL6xTg7QvnGkz3brrb2,18cjKxTYz3QUrELXnHePaSFniU45Vdbbrg,-6.39000000
10/15/2012 04:55:25 PM,Coinlab: 1HAFEW8fDZYmqVNyAR3yLEExpPHHhtHwDm,13U8qD2yy4EvvoaD7PK9r26soSeschQ8ps,-4.43000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,18cwPnWUXMf58bmgDcBbQP2f47nzXDUHra,-3.35000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,1BQEa7xFXUtxzg5bt3rmpWj4hpSpXMdrUb,-3.81000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1LUSaZ81BhvidFty7LwUZkdK4Htt3junw2 Coinlab: 1P8MLM52iL8WZzxMLzrdfC57X3nHEMZMr2,1Jd8fBgRsT25GfKquD2KFo6jSUYjVFsHd8,-85.94000000
10/15/2012 04:55:25 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,1vuP9ZKRgQpm861hmAeKhhYht6Uw4jp2u,-1.22000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,1Hhgz5QF6YVpAx3UEqYvEaKFykr3eWKNk1,-2.12000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1iFenDcZ1TD7T4si5deTKBQ8BYhToue8h Coinlab: 1Q3Rp9so5xFRgdSsz1VUfUek7T8syqPpWE,1F4XGdc5PmmoPAfWNDDmfn45opNadLNfY3,-53.88000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1DgAoSG7cdkaUxAe7PwNP63AyETm8GfgEE,1G1KMj3m9DgXQe1XNnMECkqQ7gzqfSyqGL,-4.19000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1GqS4MkzB7PkHhcgs1xeWHSoq6pAcJw731 Coinlab: 123j1ibw8LoKLstZd7LdaNEsoGmhrfurip,1MRSU2wNouqn6EjcF3ZFDUvRxXDg52cRmF,-76.70000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1B6psPAkqXr578KtKNmRSokAqiZmZp8DR4,173RYUsGFP2Ypad5SANh81FXLSTnU7fVQP,-1.29000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1JSX6HkH4A9wSw8jnFcAcxj2z8ebWEZ55C,1BAZstzZ78yorcWj9fpJBg3sp7SPMVE59o,-9.98000000
10/15/2012 04:55:25 PM,Coinlab: 1345sj6fFpKrAHGQ87LKnr1XWjhie9EB4Z,1Jzm6RqLWXKsi4rF1EPvh7bupVPkP6mTSv,-9.34000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1Kk6Sw4nrDz2wqhEGhRfim6j36eSYBxUKk,1Btap5WHcuLT5Lvhf22JP3UsPfQnnUN38N,-8.09000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1NigMjn8Po6UwYSDkS5GCA5UfVJDkgBL4A,16V2hikte5ALAuyDPpGiLB4P9JwBSgV4PS,-7.49000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 12En4pTRTZCuuCvRQyoK4oyQFBGJTdbXJi,15cVh1NBT3Ufp3dsQajeAaRnoEfUzoRPPp,-43.00000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,1NmCGkQsNSj4QYcaTaNsPt3XGJzioZBoD3,-5.66000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 04:55:25 PM,Coinlab: 1UkaKcdwzwY7CkGNEd49wxQf8zxdBdqdn,126voVEL3cZwizCgJWVmX2o3rsmKogFu2c,-8.27000000
10/15/2012 04:55:25 PM,Coinlab: 1EpzV8xnJ61prckkdy8TCZUGAJcN4qXunq,1KEPyBZzYQ3aq2ZuR2UvaYX5wSHCR1ooGE,-7.03000000
10/15/2012 04:55:25 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 05:03:12 PM,Coinlab: 1HAFEW8fDZYmqVNyAR3yLEExpPHHhtHwDm,1PMeySmeMaTQjd98eFWuGrJNFQHLeBaDs7,-1.10000000
10/15/2012 05:03:12 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 05:03:12 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,1HYdiznzjgxAnzyMYkGyXZCftrfWCPMxi2,-4.55000000
10/15/2012 05:03:12 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 05:03:12 PM,Coinlab: 1345sj6fFpKrAHGQ87LKnr1XWjhie9EB4Z,1NKWLkbK5Lryw3Ni6K7n9idmp9gQdmiySB,-3.67000000
10/15/2012 05:03:12 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 05:03:12 PM,Coinlab: 1B9DFKKhHJ1i31iaksxhYZMQkdXtZJ1rv3 Coinlab: 12jSbM5NMP1YzfEKkWWAkB62yPMGJEPYXs Coinlab: 1KYd94iSyPJQj6xC3CzRH2qnwwegxL1haZ,1LoCZHTpEVX58NHmhJork8VdAQ9mCaHiTm,-1.20000000
10/15/2012 05:11:42 PM,Coinlab: 1Q3Rp9so5xFRgdSsz1VUfUek7T8syqPpWE,14d9R169BeVayvpN5asR35Z3oWAq5AvovU,-19.27000000
10/15/2012 05:11:42 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 05:11:42 PM,Coinlab: 12En4pTRTZCuuCvRQyoK4oyQFBGJTdbXJi,1EhnFnf2KrcjmkhxXrh1Lc4tzRd4erfHZY,-1.53000000
10/15/2012 05:11:42 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 06:08:40 PM,Coinlab: 1DgAoSG7cdkaUxAe7PwNP63AyETm8GfgEE,137sv76Q5j7H8EWiqfKgNEN2Ve9T6Vdfxe,-1.09000000
10/15/2012 06:08:40 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 06:08:40 PM,Coinlab: 1EpzV8xnJ61prckkdy8TCZUGAJcN4qXunq,19zGE87RBg9a8YUunASgVxmd7L95eiUNtb,-15.65000000
10/15/2012 06:08:40 PM,Coinlab,Miner Fee,-0.00050000
10/15/2012 06:19:27 PM,Coinlab: 1Kk6Sw4nrDz2wqhEGhRfim6j36eSYBxUKk,12ay6m2jEqyw3J72jsKBtzNpqZi33zVTcM,-8.00000000
10/15/2012 10:21:03 PM,Block Reward,Coinlab: 1LhYZ5SvACnLiLPFKYqeihqKrRDvRpuzRs,50.02550000
10/16/2012 12:45:20 AM,Block Reward,Coinlab: 12HvH2h2KiDtKm8EHC8XYJinf1pQM2FR3h,50.42930054
10/16/2012 01:24:30 AM,Block Reward,Coinlab: 1CAqd6t298Rm5L6ACrAGDcFS2tXD8KDEGQ,50.08802500
10/16/2012 04:57:50 AM,Block Reward,Coinlab: 17bgdxkrtav9Ru2pPXWuuGtLiCvGcWsgbb,50.03550000
10/16/2012 08:28:17 AM,Block Reward,Coinlab: 1PPt47sTW9U1tGVAWpUEhq1pgu1vrcZdfx,50.19461793
10/16/2012 10:58:01 PM,Block Reward,Coinlab: 1CtrsbmzVCcPH94Lo8DhWpPGJSiXuRyQyV,50.01305000
10/16/2012 11:33:50 PM,Block Reward,Coinlab: 14XtwQEi4rYHEEsbk2TQpgs5kVpcfUkvas,50.16812500
10/17/2012 08:50:14 AM,Block Reward,Coinlab: 14pQFphxFkpQowVeVAv8yMBnY61E5J4xa2,50.00960010
10/17/2012 10:20:46 AM,Block Reward,Coinlab: 1EF4wLvxU2arH9oWndX8xG7qAmngrX5the,50.00350000
10/17/2012 02:41:10 PM,Block Reward,Coinlab: 1EgU49DqGAFpTtS6uDbfbZDkWPdGEBZvNN,50.06022500
10/18/2012 01:25:16 PM,Block Reward,Coinlab: 1CqijVGciZ32XY4qRHhLSoj6raHsKK75wL,50.25792500
10/18/2012 03:00:47 PM,Block Reward,Coinlab: 1CzpgJQqGgYHuRvHLHX3tV2katCBtVryWX,50.12050000
10/18/2012 04:02:51 PM,Coinlab: 1agwU684DyhqhVSwCtZNyc7XbdsW48Nx3 Coinlab: 1N2QZTBfTh4zrWNNo7Nm4vKggdeEd4ezZ3,15UsnNaZ7xsHniJKdNmnSjx2LqrNt3z26x,-100.00000000
10/18/2012 04:13:18 PM,Coinlab: 1NigMjn8Po6UwYSDkS5GCA5UfVJDkgBL4A Coinlab: 1B6psPAkqXr578KtKNmRSokAqiZmZp8DR4 Coinlab: 123j1ibw8LoKLstZd7LdaNEsoGmhrfurip,1BAZstzZ78yorcWj9fpJBg3sp7SPMVE59o,-36.22000000
10/18/2012 04:13:18 PM,Coinlab: 1LUSaZ81BhvidFty7LwUZkdK4Htt3junw2,19nwx71ekZVZWeTcp7NhUcUJQ95xosUjxe,-2.42000000
10/18/2012 04:50:18 PM,Block Reward,Coinlab: 1KQTpBcEFwf11w1T5CoKLPKwF92nEHzAzF,50.09220000
10/18/2012 09:11:45 PM,Block Reward,Coinlab: 17e4dzhpz3TZVRrBd6GnaDn2W4uGBeq3Y5,50.15387790
10/19/2012 07:04:53 PM,Block Reward,Coinlab: 1EgtwwZyKXhDajmPXcXDMUff1q1gc9CrYo,50.10935000
10/20/2012 10:32:33 AM,Block Reward,Coinlab: 1BBY3oMrDtiQZBsZHNRmCW65Xf3YNW2U5Q,50.40750000
10/20/2012 09:07:48 PM,Block Reward,Coinlab: 12jSbM5NMP1YzfEKkWWAkB62yPMGJEPYXs,50.34200000
10/20/2012 09:11:35 PM,Block Reward,Coinlab: 18tjP8HdT1hYMPYmbq99AY82bmKPnwa9Up,50.28746964
10/20/2012 10:23:22 PM,Block Reward,Coinlab: 1Q1SZSGhaSc9ArD8RMyazjURb8jbJjBJma,50.36592501
10/21/2012 01:26:41 PM,Block Reward,Coinlab: 1BfM6MHFnDpbty6rGcyeWkrBXPSc4ABesT,50.05067387
10/22/2012 04:11:51 PM,Coinlab: 12HvH2h2KiDtKm8EHC8XYJinf1pQM2FR3h,17PLpgPrncY4fd5AzgNPCtBwWswTCjnyHk,-13.25000000
10/22/2012 04:11:51 PM,Coinlab: 1Kk6Sw4nrDz2wqhEGhRfim6j36eSYBxUKk,1PdzHZSLC5vDhhmqkEydMFQX4zMkCi5Jif,-3.57000000
10/22/2012 04:11:51 PM,Coinlab: 1L4b9XP8TXeteYrPL6xTg7QvnGkz3brrb2,1NVvHV5V96iJ4Zr2DxjmTzjnJtNxRExmfx,-4.10000000
10/22/2012 04:11:51 PM,Coinlab: 1UkaKcdwzwY7CkGNEd49wxQf8zxdBdqdn,182XGi7MYm3EvnPojGLKHh3WLJkJznJkqL,-2.42000000
10/22/2012 04:11:51 PM,Coinlab: 1JSX6HkH4A9wSw8jnFcAcxj2z8ebWEZ55C,1Bp26Vdoc57sbG2VYv9VcondmxcQpGVnZV,-4.37000000
10/22/2012 04:11:51 PM,Coinlab: 1HAFEW8fDZYmqVNyAR3yLEExpPHHhtHwDm,14TqzvdVEei96Xh7GSj59yhSi28nghw9H6,-1.02000000
10/22/2012 04:11:51 PM,Coinlab: 1345sj6fFpKrAHGQ87LKnr1XWjhie9EB4Z,1Bdy9P2oT2z9eaLv3CVcDkgrQqrDpazkhT,-3.78000000
10/22/2012 04:11:51 PM,Coinlab: 12En4pTRTZCuuCvRQyoK4oyQFBGJTdbXJi,1Pzp5wzGjCc3AqSKPrRThfXbRM9kUygP8m,-1.25000000
10/22/2012 04:11:51 PM,Coinlab: 1B9DFKKhHJ1i31iaksxhYZMQkdXtZJ1rv3 Coinlab: 1Q3Rp9so5xFRgdSsz1VUfUek7T8syqPpWE Coinlab: 1EpzV8xnJ61prckkdy8TCZUGAJcN4qXunq Coinlab: 1DgAoSG7cdkaUxAe7PwNP63AyETm8GfgEE,1yNZnc1BHLPyZ4hgR2CaB1fBP3nLrGmvJ,-42.46000000
10/22/2012 04:11:51 PM,Coinlab: 1PpojLyt227LSTBarMuZmqZATxgrKeqM5Q,1AqJBadKLWoxGjhYwZ35CWqgkMMfWfeNVt,-1.21000000
10/22/2012 04:11:51 PM,Coinlab: 1LhYZ5SvACnLiLPFKYqeihqKrRDvRpuzRs,17gHPconrhA484rMj3VwVu7GvsEPdkBZpU,-11.47000000
10/22/2012 04:14:09 PM,Coinlab: 14XtwQEi4rYHEEsbk2TQpgs5kVpcfUkvas Coinlab: 14pQFphxFkpQowVeVAv8yMBnY61E5J4xa2 Coinlab: 1EF4wLvxU2arH9oWndX8xG7qAmngrX5the,15UsnNaZ7xsHniJKdNmnSjx2LqrNt3z26x,-150.00000000
10/22/2012 04:14:09 PM,Coinlab: 1PPt47sTW9U1tGVAWpUEhq1pgu1vrcZdfx,1Ea3HazpeZwsgzGK8hvNChgSNavPZEqbk,-8.31000000
